timestamps,TP9,AF7,AF8,TP10
1741776483.635,-1000.0,-537.109,-775.391,-1000.0
1741776483.639,-1000.0,882.812,-873.535,-1000.0
1741776483.643,-1000.0,958.008,-826.66,-1000.0
1741776483.647,-1000.0,967.285,-777.832,-1000.0
1741776483.65,-1000.0,818.848,-743.652,-1000.0
1741776483.654,-1000.0,-567.383,-666.016,-1000.0
1741776483.658,-1000.0,-1000.0,-642.09,-1000.0
1741776483.662,-937.5,-875.488,-653.809,-935.059
1741776483.666,-1000.0,-1000.0,-598.633,-1000.0
1741776483.668,-220.703,-217.773,-495.117,-260.742
1741776483.672,999.512,999.512,-416.016,999.512
1741776483.676,949.707,950.195,-421.875,957.031
1741776483.68,951.172,954.102,-407.715,949.707
1741776483.684,925.781,901.855,-362.305,921.387
1741776483.688,999.512,999.512,-431.641,999.512
1741776483.692,889.16,542.969,-500.0,819.824
1741776483.695,-481.445,-883.789,-438.965,-573.242
1741776483.699,-1000.0,-1000.0,-456.055,-1000.0
1741776483.703,-933.105,-873.535,-349.121,-935.059
1741776483.707,-1000.0,-1000.0,-121.582,-1000.0
1741776483.711,-998.535,-417.969,38.086,-1000.0
1741776483.668,-220.703,-217.773,-495.117,-260.742
1741776483.672,999.512,999.512,-416.016,999.512
1741776483.676,949.707,950.195,-421.875,957.031
1741776483.68,951.172,954.102,-407.715,949.707
1741776483.684,925.781,901.855,-362.305,921.387
1741776483.688,999.512,999.512,-431.641,999.512
1741776483.692,889.16,542.969,-500.0,819.824
1741776483.695,-481.445,-883.789,-438.965,-573.242
1741776483.699,-1000.0,-1000.0,-456.055,-1000.0
1741776483.703,-933.105,-873.535,-349.121,-935.059
1741776483.707,-1000.0,-1000.0,-121.582,-1000.0
1741776483.711,-998.535,-417.969,38.086,-1000.0
1741776483.713,-998.047,947.754,115.723,-1000.0
1741776483.717,-1000.0,937.5,104.004,-1000.0
1741776483.721,-1000.0,999.512,99.609,-1000.0
1741776483.725,-937.5,111.816,82.52,-933.594
1741776483.729,-1000.0,-1000.0,122.07,-1000.0
1741776483.733,-221.191,-100.098,136.23,-286.621
1741776483.737,999.512,999.512,14.16,999.512
1741776483.74,960.449,947.754,-232.422,973.145
1741776483.744,897.461,874.023,-264.648,888.672
1741776483.748,992.188,999.512,-208.008,999.512
1741776483.752,933.594,497.559,-249.023,885.742
1741776483.756,-407.715,-917.48,-226.562,-468.75
1741776483.713,-998.047,947.754,115.723,-1000.0
1741776483.717,-1000.0,937.5,104.004,-1000.0
1741776483.721,-1000.0,999.512,99.609,-1000.0
1741776483.725,-937.5,111.816,82.52,-933.594
1741776483.729,-1000.0,-1000.0,122.07,-1000.0
1741776483.733,-221.191,-100.098,136.23,-286.621
1741776483.737,999.512,999.512,14.16,999.512
1741776483.74,960.449,947.754,-232.422,973.145
1741776483.744,897.461,874.023,-264.648,888.672
1741776483.748,992.188,999.512,-208.008,999.512
1741776483.752,933.594,497.559,-249.023,885.742
1741776483.756,-407.715,-917.48,-226.562,-468.75
1741776483.759,-1000.0,-1000.0,15.625,-1000.0
1741776483.763,-934.082,-951.66,112.305,-935.547
1741776483.767,-1000.0,-1000.0,135.254,-1000.0
1741776483.771,-926.27,-960.938,389.16,-935.059
1741776483.775,-1000.0,-1000.0,159.18,-1000.0
