timestamps,TP9,AF7,AF8,TP10
1741608717.506,933.105,928.223,-53.223,931.641
1741608717.51,977.539,999.512,93.75,978.027
1741608717.514,976.562,882.324,198.242,976.074
1741608717.517,-382.324,-559.57,-479.98,-380.371
1741608717.521,-1000.0,-1000.0,-568.848,-1000.0
1741608717.525,-929.199,-930.176,-30.762,-929.688
1741608717.529,-1000.0,-1000.0,-4.395,-1000.0
1741608717.533,-928.223,-966.309,-70.312,-928.711
1741608717.506,933.105,928.223,-53.223,931.641
1741608717.51,977.539,999.512,93.75,978.027
1741608717.514,976.562,882.324,198.242,976.074
1741608717.517,-382.324,-559.57,-479.98,-380.371
1741608717.521,-1000.0,-1000.0,-568.848,-1000.0
1741608717.525,-929.199,-930.176,-30.762,-929.688
1741608717.529,-1000.0,-1000.0,-4.395,-1000.0
1741608717.533,-928.223,-966.309,-70.312,-928.711
1741608717.535,-1000.0,-1000.0,-210.938,-1000.0
1741608717.539,-544.922,-18.066,117.676,-587.402
1741608717.543,880.371,999.512,668.457,849.609
1741608717.547,999.512,943.359,170.41,999.512
1741608717.551,930.176,913.574,-256.836,925.781
1741608717.555,910.645,980.469,-79.102,914.551
1741608717.559,999.512,978.027,140.137,999.512
1741608717.562,680.664,-364.746,-94.238,666.016
1741608717.566,-794.922,-1000.0,-523.438,-789.551
1741608717.57,-1000.0,-947.754,-395.996,-1000.0
1741608717.574,-868.164,-936.035,-205.566,-870.605
1741608717.578,-1000.0,-1000.0,-198.73,-1000.0
1741608717.535,-1000.0,-1000.0,-210.938,-1000.0
1741608717.539,-544.922,-18.066,117.676,-587.402
1741608717.543,880.371,999.512,668.457,849.609
1741608717.547,999.512,943.359,170.41,999.512
1741608717.551,930.176,913.574,-256.836,925.781
1741608717.555,910.645,980.469,-79.102,914.551
1741608717.559,999.512,978.027,140.137,999.512
1741608717.562,680.664,-364.746,-94.238,666.016
1741608717.566,-794.922,-1000.0,-523.438,-789.551
1741608717.57,-1000.0,-947.754,-395.996,-1000.0
1741608717.574,-868.164,-936.035,-205.566,-870.605
1741608717.578,-1000.0,-1000.0,-198.73,-1000.0
1741608717.594,-798.828,-668.457,153.32,-803.711
1741608717.598,678.223,780.762,528.32,669.922
1741608717.602,999.512,999.512,145.02,999.512
1741608717.606,903.32,915.039,-235.84,904.297
1741608717.61,951.66,616.699,-217.773,953.125
1741608717.614,959.473,856.445,269.531,959.473
1741608717.618,999.512,978.027,277.832,999.512
1741608717.621,-280.273,-503.906,-469.238,-267.578
1741608717.625,-1000.0,-1000.0,-820.801,-1000.0
1741608717.629,-934.082,-926.758,-303.223,-936.035
1741608717.633,-1000.0,-1000.0,211.914,-1000.0
1741608717.637,-1000.0,-1000.0,154.785,-1000.0
1741608717.594,-798.828,-668.457,153.32,-803.711
1741608717.598,678.223,780.762,528.32,669.922
1741608717.602,999.512,999.512,145.02,999.512
1741608717.606,903.32,915.039,-235.84,904.297
1741608717.61,951.66,616.699,-217.773,953.125
1741608717.614,959.473,856.445,269.531,959.473
1741608717.618,999.512,978.027,277.832,999.512
1741608717.621,-280.273,-503.906,-469.238,-267.578
1741608717.625,-1000.0,-1000.0,-820.801,-1000.0
1741608717.629,-934.082,-926.758,-303.223,-936.035
1741608717.633,-1000.0,-1000.0,211.914,-1000.0
1741608717.637,-1000.0,-1000.0,154.785,-1000.0
1741608717.639,-954.102,-942.383,-117.188,-958.008
1741608717.643,-1000.0,-1000.0,-79.102,-1000.0
