timestamps,TP9,AF7,AF8,TP10
1742546792.382,999.512,999.512,900.391,999.512
1742546792.385,697.754,575.684,-188.965,731.934
1742546792.389,-683.105,-773.438,-1000.0,-654.297
1742546792.393,-1000.0,-1000.0,-448.242,-1000.0
1742546792.397,57.129,-30.273,634.277,143.066
1742546792.401,967.285,948.73,781.25,980.469
1742546792.382,999.512,999.512,900.391,999.512
1742546792.385,697.754,575.684,-188.965,731.934
1742546792.389,-683.105,-773.438,-1000.0,-654.297
1742546792.393,-1000.0,-1000.0,-448.242,-1000.0
1742546792.397,57.129,-30.273,634.277,143.066
1742546792.401,967.285,948.73,781.25,980.469
1742546792.401,999.512,999.512,0.977,999.512
1742546792.405,682.129,633.301,-666.504,680.664
1742546792.409,-864.746,-867.188,-725.098,-867.676
1742546792.413,-986.328,-1000.0,137.695,-956.055
1742546792.417,506.836,415.039,588.867,550.293
1742546792.421,999.512,999.512,141.602,999.512
1742546792.425,782.227,717.773,-499.023,777.832
1742546792.428,-583.496,-662.598,-957.52,-589.355
1742546792.432,-1000.0,-1000.0,-617.188,-1000.0
1742546792.436,-943.359,-938.965,-398.438,-943.359
1742546792.44,-949.219,-950.684,-859.863,-951.172
1742546792.444,-1000.0,-1000.0,-1000.0,-1000.0
1742546792.401,999.512,999.512,0.977,999.512
1742546792.405,682.129,633.301,-666.504,680.664
1742546792.409,-864.746,-867.188,-725.098,-867.676
1742546792.413,-986.328,-1000.0,137.695,-956.055
1742546792.417,506.836,415.039,588.867,550.293
1742546792.421,999.512,999.512,141.602,999.512
1742546792.425,782.227,717.773,-499.023,777.832
1742546792.428,-583.496,-662.598,-957.52,-589.355
1742546792.432,-1000.0,-1000.0,-617.188,-1000.0
1742546792.436,-943.359,-938.965,-398.438,-943.359
1742546792.44,-949.219,-950.684,-859.863,-951.172
1742546792.444,-1000.0,-1000.0,-1000.0,-1000.0
1742546792.448,-764.16,-500.488,-833.496,-785.645
1742546792.452,640.137,813.965,296.875,615.723
1742546792.456,999.512,999.512,685.059,999.512
