timestamps,TP9,AF7,AF8,TP10
1742121964.128,999.512,983.887,6.348,999.512
1742121964.132,852.051,904.785,-49.316,856.445
1742121964.136,999.512,994.629,-40.039,999.512
1742121964.14,240.723,-146.484,-194.336,262.695
1742121964.144,-1000.0,-1000.0,-168.945,-1000.0
1742121964.148,-992.676,-413.086,-7.324,-996.094
1742121964.152,-974.121,999.512,25.879,-972.168
1742121964.155,-986.328,287.598,-63.965,-987.793
1742121964.159,-974.121,-1000.0,-181.152,-974.121
1742121964.163,-1000.0,-780.273,-33.691,-1000.0
1742121964.167,119.629,554.199,155.273,104.98
1742121964.171,999.512,999.512,89.844,999.512
1742121964.173,908.691,831.055,-121.582,913.574
1742121964.177,962.891,-580.566,-145.996,961.914
1742121964.181,966.797,-531.25,-19.043,968.262
1742121964.185,975.586,998.047,25.391,975.098
1742121964.189,929.199,923.828,100.098,932.129
1742121964.193,974.609,999.512,215.82,970.703
1742121964.197,966.309,618.164,212.891,974.121
1742121964.2,-350.098,-790.039,128.906,-318.359
1742121964.204,-1000.0,-1000.0,118.164,-1000.0
1742121964.208,-935.547,-1000.0,227.051,-938.477
1742121964.212,-1000.0,-238.77,318.848,-1000.0
1742121964.216,-938.477,999.512,267.578,-942.383
1742121964.173,908.691,831.055,-121.582,913.574
1742121964.177,962.891,-580.566,-145.996,961.914
1742121964.181,966.797,-531.25,-19.043,968.262
1742121964.185,975.586,998.047,25.391,975.098
1742121964.189,929.199,923.828,100.098,932.129
1742121964.193,974.609,999.512,215.82,970.703
1742121964.197,966.309,618.164,212.891,974.121
1742121964.2,-350.098,-790.039,128.906,-318.359
1742121964.204,-1000.0,-1000.0,118.164,-1000.0
1742121964.208,-935.547,-1000.0,227.051,-938.477
1742121964.212,-1000.0,-238.77,318.848,-1000.0
1742121964.216,-938.477,999.512,267.578,-942.383
1742121964.233,-1000.0,952.148,203.613,-1000.0
1742121964.237,-208.984,939.453,348.145,-173.34
1742121964.241,999.512,973.633,632.324,999.512
1742121964.245,948.242,966.797,925.293,944.336
1742121964.249,939.941,966.797,977.051,943.359
1742121964.253,972.656,966.797,955.566,972.656
1742121964.257,966.309,966.797,970.215,966.797
1742121964.26,966.309,966.797,966.797,966.797
1742121964.264,966.309,966.797,966.797,966.797
1742121964.268,966.309,966.797,966.797,966.797
1742121964.272,981.934,966.797,966.797,979.004
1742121964.276,897.949,966.797,966.797,901.367
1742121964.233,-1000.0,952.148,203.613,-1000.0
1742121964.237,-208.984,939.453,348.145,-173.34
1742121964.241,999.512,973.633,632.324,999.512
1742121964.245,948.242,966.797,925.293,944.336
1742121964.249,939.941,966.797,977.051,943.359
1742121964.253,972.656,966.797,955.566,972.656
1742121964.257,966.309,966.797,970.215,966.797
1742121964.26,966.309,966.797,966.797,966.797
1742121964.264,966.309,966.797,966.797,966.797
1742121964.268,966.309,966.797,966.797,966.797
1742121964.272,981.934,966.797,966.797,979.004
1742121964.276,897.949,966.797,966.797,901.367
1742121964.278,999.512,966.797,966.797,999.512
1742121964.282,656.25,966.797,968.262,588.379
1742121964.286,-787.598,967.285,959.961,-813.965
1742121964.29,-1000.0,967.285,986.328,-1000.0
1742121964.294,-938.477,967.285,898.926,-944.824
1742121964.298,-1000.0,967.285,855.469,-1000.0
1742121964.302,-998.535,967.285,973.633,-1000.0
1742121964.305,-941.406,967.285,969.238,-937.5
1742121964.309,-1000.0,967.285,963.379,-1000.0
1742121964.313,-179.199,966.797,967.773,-220.703
1742121964.317,999.512,966.797,966.797,999.512
1742121964.321,944.336,966.797,966.797,950.684
1742121964.278,999.512,966.797,966.797,999.512
1742121964.282,656.25,966.797,968.262,588.379
1742121964.286,-787.598,967.285,959.961,-813.965
1742121964.29,-1000.0,967.285,986.328,-1000.0
1742121964.294,-938.477,967.285,898.926,-944.824
1742121964.298,-1000.0,967.285,855.469,-1000.0
1742121964.302,-998.535,967.285,973.633,-1000.0
1742121964.305,-941.406,967.285,969.238,-937.5
1742121964.309,-1000.0,967.285,963.379,-1000.0
1742121964.313,-179.199,966.797,967.773,-220.703
1742121964.317,999.512,966.797,966.797,999.512
1742121964.321,944.336,966.797,966.797,950.684
1742121964.322,941.895,966.797,966.797,939.453
1742121964.326,972.168,966.797,966.797,973.633
1742121964.33,966.309,967.285,966.797,966.797
1742121964.334,972.168,967.285,966.797,972.168
1742121964.338,940.43,966.309,966.797,938.477
1742121964.342,948.242,905.762,966.797,963.379
1742121964.346,999.512,999.512,966.797,952.637
1742121964.349,-201.172,223.145,967.285,-262.207
1742121964.353,-1000.0,-1000.0,963.867,-1000.0
1742121964.357,-940.918,-178.223,974.121,-948.242
1742121964.361,-999.023,999.512,918.945,-997.559
1742121964.365,-1000.0,941.895,920.41,-1000.0
1742121964.322,941.895,966.797,966.797,939.453
1742121964.326,972.168,966.797,966.797,973.633
1742121964.33,966.309,967.285,966.797,966.797
1742121964.334,972.168,967.285,966.797,972.168
1742121964.338,940.43,966.309,966.797,938.477
1742121964.342,948.242,905.762,966.797,963.379
1742121964.346,999.512,999.512,966.797,952.637
1742121964.349,-201.172,223.145,967.285,-262.207
1742121964.353,-1000.0,-1000.0,963.867,-1000.0
1742121964.357,-940.918,-178.223,974.121,-948.242
1742121964.361,-999.023,999.512,918.945,-997.559
1742121964.365,-1000.0,941.895,920.41,-1000.0
1742121964.369,-937.988,941.406,656.25,-935.059
1742121964.373,-1000.0,973.633,403.809,-1000.0
1742121964.377,-768.555,967.285,616.211,-607.91
1742121964.381,660.645,967.285,458.008,788.574
1742121964.385,999.512,967.773,-254.883,999.512
1742121964.389,847.656,904.297,-668.457,856.445
1742121964.393,999.512,999.512,-771.973,999.512
1742121964.396,95.703,174.316,-980.957,121.582
1742121964.4,-1000.0,-1000.0,-1000.0,-1000.0
1742121964.404,-971.68,-1000.0,-994.629,-975.586
1742121964.408,-979.98,-549.805,-1000.0,-978.516
1742121964.412,-1000.0,830.566,-995.605,-1000.0
1742121964.369,-937.988,941.406,656.25,-935.059
1742121964.373,-1000.0,973.633,403.809,-1000.0
1742121964.377,-768.555,967.285,616.211,-607.91
1742121964.381,660.645,967.285,458.008,788.574
1742121964.385,999.512,967.773,-254.883,999.512
1742121964.389,847.656,904.297,-668.457,856.445
1742121964.393,999.512,999.512,-771.973,999.512
1742121964.396,95.703,174.316,-980.957,121.582
1742121964.4,-1000.0,-1000.0,-1000.0,-1000.0
