timestamps,TP9,AF7,AF8,TP10
1742210010.493,999.512,15.625,-35.645,999.512
1742210010.497,169.434,-10.254,-37.598,208.496
1742210010.501,-1000.0,-25.879,-44.434,-1000.0
1742210010.505,-1000.0,-10.742,-57.129,-1000.0
1742210010.509,6.348,4.883,-58.105,-2.93
1742210010.513,999.512,1.465,-59.082,999.512
1742210010.517,358.887,-31.25,-61.035,375.0
1742210010.52,-925.781,-48.828,-56.641,-918.457
1742210010.524,-1000.0,-42.48,-52.734,-1000.0
1742210010.528,-250.0,-34.668,-52.734,-222.656
1742210010.532,999.512,-27.832,-58.594,999.512
1742210010.536,468.262,-49.805,-59.082,474.121
1742210010.552,-903.32,-72.754,-55.664,-872.559
1742210010.556,-1000.0,-64.941,-56.641,-1000.0
1742210010.56,-238.77,-55.664,-62.012,-278.32
1742210010.564,999.512,-54.199,-61.035,999.512
1742210010.568,610.84,-68.359,-60.547,632.324
1742210010.572,-759.766,-64.453,-60.547,-723.633
1742210010.576,-1000.0,-47.363,-56.641,-1000.0
1742210010.579,-442.383,-21.484,-57.129,-481.445
1742210010.583,973.633,4.395,-60.059,943.359
1742210010.587,856.934,-16.602,-55.176,844.238
1742210010.591,-517.578,-35.645,-50.293,-523.926
1742210010.595,-1000.0,-37.109,-50.293,-1000.0
1742210010.552,-903.32,-72.754,-55.664,-872.559
1742210010.556,-1000.0,-64.941,-56.641,-1000.0
1742210010.56,-238.77,-55.664,-62.012,-278.32
1742210010.564,999.512,-54.199,-61.035,999.512
1742210010.568,610.84,-68.359,-60.547,632.324
1742210010.572,-759.766,-64.453,-60.547,-723.633
1742210010.576,-1000.0,-47.363,-56.641,-1000.0
1742210010.579,-442.383,-21.484,-57.129,-481.445
1742210010.583,973.633,4.395,-60.059,943.359
1742210010.587,856.934,-16.602,-55.176,844.238
1742210010.591,-517.578,-35.645,-50.293,-523.926
1742210010.595,-1000.0,-37.109,-50.293,-1000.0
1742210010.596,-410.156,-28.32,-51.758,-458.984
1742210010.6,893.066,-17.578,-47.852,859.863
1742210010.604,999.512,-29.297,-41.992,999.512
1742210010.608,-57.129,-46.387,-45.41,-83.496
1742210010.612,-1000.0,-44.434,-46.875,-1000.0
1742210010.616,-512.695,-21.973,-46.387,-572.266
1742210010.62,850.586,-6.836,-41.504,781.25
1742210010.623,999.512,-23.926,-43.945,999.512
1742210010.627,-22.949,-44.922,-53.223,-42.969
1742210010.631,-1000.0,-51.27,-54.199,-1000.0
1742210010.635,-857.422,-38.574,-48.828,-885.254
1742210010.639,426.27,-15.625,-49.805,359.375
