timestamps,TP9,AF7,AF8,TP10
1742118447.561,817.871,-87.891,13.184,801.27
1742118447.565,-607.422,-525.879,2.441,-614.746
1742118447.569,-1000.0,-10.254,-1.465,-1000.0
1742118447.573,380.371,636.23,-15.137,315.918
1742118447.576,999.512,170.41,-74.707,999.512
1742118447.58,341.309,-226.074,-73.73,380.859
1742118447.584,-995.605,-258.789,-33.203,-930.176
1742118447.588,-947.754,-293.457,-16.602,-1000.0
1742118447.592,461.426,313.477,20.996,375.977
1742118447.561,817.871,-87.891,13.184,801.27
1742118447.565,-607.422,-525.879,2.441,-614.746
1742118447.569,-1000.0,-10.254,-1.465,-1000.0
1742118447.573,380.371,636.23,-15.137,315.918
1742118447.576,999.512,170.41,-74.707,999.512
1742118447.58,341.309,-226.074,-73.73,380.859
1742118447.584,-995.605,-258.789,-33.203,-930.176
1742118447.588,-947.754,-293.457,-16.602,-1000.0
1742118447.592,461.426,313.477,20.996,375.977
1742118447.592,999.512,321.777,54.199,999.512
1742118447.596,766.602,-77.148,66.895,798.828
1742118447.6,-526.855,-403.32,107.422,-487.305
1742118447.604,-1000.0,-255.859,-26.855,-1000.0
1742118447.608,-806.641,92.773,-294.922,-840.82
1742118447.612,480.469,578.613,-380.371,428.223
1742118447.616,999.512,467.285,-394.531,999.512
1742118447.619,373.047,-231.445,-384.766,438.965
1742118447.623,-864.258,-496.094,-375.488,-794.922
1742118447.627,-1000.0,-297.852,-350.586,-1000.0
1742118447.631,-169.434,118.652,-317.871,-363.281
1742118447.635,922.852,414.062,-120.605,834.961
1742118447.592,999.512,321.777,54.199,999.512
1742118447.596,766.602,-77.148,66.895,798.828
1742118447.6,-526.855,-403.32,107.422,-487.305
1742118447.604,-1000.0,-255.859,-26.855,-1000.0
1742118447.608,-806.641,92.773,-294.922,-840.82
1742118447.612,480.469,578.613,-380.371,428.223
1742118447.616,999.512,467.285,-394.531,999.512
1742118447.619,373.047,-231.445,-384.766,438.965
1742118447.623,-864.258,-496.094,-375.488,-794.922
1742118447.627,-1000.0,-297.852,-350.586,-1000.0
1742118447.631,-169.434,118.652,-317.871,-363.281
1742118447.635,922.852,414.062,-120.605,834.961
1742118447.668,999.512,39.062,181.152,999.512
1742118447.672,812.988,-178.711,236.816,826.66
1742118447.676,-559.57,-443.359,183.594,-530.273
1742118447.68,-1000.0,-227.051,144.531,-1000.0
1742118447.684,-945.801,-4.883,33.203,-993.164
1742118447.688,246.582,543.945,-126.953,4.395
1742118447.692,999.512,483.887,-145.02,999.512
1742118447.695,938.477,-68.848,-1.465,985.84
1742118447.699,-258.301,-406.738,28.32,-136.719
1742118447.703,-1000.0,-451.66,4.395,-1000.0
1742118447.707,-1000.0,-101.074,16.602,-1000.0
1742118447.711,12.207,257.812,10.742,-206.543
1742118447.668,999.512,39.062,181.152,999.512
1742118447.672,812.988,-178.711,236.816,826.66
1742118447.676,-559.57,-443.359,183.594,-530.273
1742118447.68,-1000.0,-227.051,144.531,-1000.0
1742118447.684,-945.801,-4.883,33.203,-993.164
1742118447.688,246.582,543.945,-126.953,4.395
1742118447.692,999.512,483.887,-145.02,999.512
1742118447.695,938.477,-68.848,-1.465,985.84
1742118447.699,-258.301,-406.738,28.32,-136.719
1742118447.703,-1000.0,-451.66,4.395,-1000.0
1742118447.707,-1000.0,-101.074,16.602,-1000.0
1742118447.711,12.207,257.812,10.742,-206.543
1742118447.698,991.699,275.879,-4.883,916.016
1742118447.702,999.512,108.398,-51.758,999.512
1742118447.706,494.629,-71.289,-30.762,533.203
1742118447.71,-984.375,-509.766,-56.152,-914.551
1742118447.714,-909.18,-13.672,-77.637,-958.008
1742118447.718,546.875,604.98,-93.262,499.023
1742118447.722,999.512,305.664,-67.871,999.512
1742118447.725,667.48,-216.797,-71.289,686.035
1742118447.729,-626.953,-502.93,-78.613,-601.074
1742118447.733,-1000.0,13.672,-44.434,-1000.0
1742118447.737,-619.629,215.332,-98.145,-654.785
1742118447.741,700.195,238.77,-108.887,644.531
1742118447.698,991.699,275.879,-4.883,916.016
1742118447.702,999.512,108.398,-51.758,999.512
1742118447.706,494.629,-71.289,-30.762,533.203
1742118447.71,-984.375,-509.766,-56.152,-914.551
1742118447.714,-909.18,-13.672,-77.637,-958.008
1742118447.718,546.875,604.98,-93.262,499.023
1742118447.722,999.512,305.664,-67.871,999.512
1742118447.725,667.48,-216.797,-71.289,686.035
1742118447.729,-626.953,-502.93,-78.613,-601.074
1742118447.733,-1000.0,13.672,-44.434,-1000.0
1742118447.737,-619.629,215.332,-98.145,-654.785
1742118447.741,700.195,238.77,-108.887,644.531
1742118447.744,999.512,142.578,-126.465,999.512
1742118447.748,254.395,-109.863,-71.289,331.543
1742118447.752,-964.355,-363.281,26.367,-886.719
1742118447.756,-1000.0,-125.0,-97.656,-1000.0
1742118447.76,161.621,402.344,-146.973,16.602
1742118447.764,999.512,413.574,-146.973,999.512
1742118447.768,780.762,-118.652,-131.836,834.961
1742118447.771,-528.809,-654.297,-41.992,-493.652
1742118447.775,-1000.0,-649.414,-132.812,-1000.0
