timestamps,TP9,AF7,AF8,TP10
1743153671.434,-211.914,-10.254,-78.613,-85.938
1743153671.438,999.512,-25.391,-98.145,825.195
1743153671.442,-403.809,-70.801,-94.727,-652.832
1743153671.434,-211.914,-10.254,-78.613,-85.938
1743153671.438,999.512,-25.391,-98.145,825.195
1743153671.442,-403.809,-70.801,-94.727,-652.832
1743153671.434,-211.914,-10.254,-78.613,-85.938
1743153671.438,999.512,-25.391,-98.145,825.195
1743153671.442,-403.809,-70.801,-94.727,-652.832
1743153671.444,-1000.0,-63.477,-98.145,-1000.0
1743153671.448,-1000.0,-34.18,-85.938,-976.562
1743153671.452,0.488,-31.25,-93.75,126.465
1743153671.456,999.512,-70.312,-88.379,999.512
1743153671.46,206.055,-93.75,-54.199,57.129
1743153671.464,-1000.0,-73.242,-69.336,-1000.0
1743153671.468,-362.305,-18.555,-67.871,-313.965
1743153671.471,941.406,0.977,-52.734,947.754
1743153671.475,999.512,-60.059,-118.164,999.512
1743153671.479,209.473,-109.863,-135.254,173.34
1743153671.483,-1000.0,-94.727,-56.641,-1000.0
1743153671.487,-204.102,-37.109,8.301,-195.312
1743153671.444,-1000.0,-63.477,-98.145,-1000.0
1743153671.448,-1000.0,-34.18,-85.938,-976.562
1743153671.452,0.488,-31.25,-93.75,126.465
1743153671.456,999.512,-70.312,-88.379,999.512
1743153671.46,206.055,-93.75,-54.199,57.129
1743153671.464,-1000.0,-73.242,-69.336,-1000.0
1743153671.468,-362.305,-18.555,-67.871,-313.965
1743153671.471,941.406,0.977,-52.734,947.754
1743153671.475,999.512,-60.059,-118.164,999.512
1743153671.479,209.473,-109.863,-135.254,173.34
1743153671.483,-1000.0,-94.727,-56.641,-1000.0
1743153671.487,-204.102,-37.109,8.301,-195.312
1743153671.489,999.512,-18.555,31.25,999.512
1743153671.493,876.465,-30.762,19.531,895.02
1743153671.497,999.512,-30.273,-1.953,999.512
1743153671.501,-8.789,-56.641,-23.438,-109.375
1743153671.505,-497.07,-46.875,-64.453,-406.25
1743153671.509,989.258,-21.973,-88.379,999.512
1743153671.513,999.512,-58.105,-56.641,980.957
1743153671.516,918.457,-63.477,-29.785,929.199
1743153671.52,978.027,-65.43,-22.461,976.074
1743153671.524,966.309,-61.035,-21.973,967.285
1743153671.528,966.309,-41.016,7.812,967.285
1743153671.532,966.309,-36.133,20.996,966.797
1743153671.489,999.512,-18.555,31.25,999.512
1743153671.493,876.465,-30.762,19.531,895.02
1743153671.497,999.512,-30.273,-1.953,999.512
1743153671.501,-8.789,-56.641,-23.438,-109.375
1743153671.505,-497.07,-46.875,-64.453,-406.25
1743153671.509,989.258,-21.973,-88.379,999.512
1743153671.513,999.512,-58.105,-56.641,980.957
1743153671.516,918.457,-63.477,-29.785,929.199
1743153671.52,978.027,-65.43,-22.461,976.074
1743153671.524,966.309,-61.035,-21.973,967.285
1743153671.528,966.309,-41.016,7.812,967.285
1743153671.532,966.309,-36.133,20.996,966.797
1743153671.489,999.512,-18.555,31.25,999.512
1743153671.493,876.465,-30.762,19.531,895.02
1743153671.497,999.512,-30.273,-1.953,999.512
1743153671.501,-8.789,-56.641,-23.438,-109.375
1743153671.505,-497.07,-46.875,-64.453,-406.25
1743153671.509,989.258,-21.973,-88.379,999.512
1743153671.513,999.512,-58.105,-56.641,980.957
1743153671.516,918.457,-63.477,-29.785,929.199
1743153671.52,978.027,-65.43,-22.461,976.074
1743153671.524,966.309,-61.035,-21.973,967.285
1743153671.528,966.309,-41.016,7.812,967.285
1743153671.532,966.309,-36.133,20.996,966.797
1743153671.534,966.309,-48.828,9.766,966.797
1743153671.538,966.309,-32.227,4.883,966.797
1743153671.542,966.309,-22.949,-55.664,966.797
1743153671.546,966.309,-39.062,-81.055,966.797
1743153671.55,966.309,-42.48,10.742,966.797
1743153671.554,966.309,-66.895,46.875,966.797
1743153671.558,966.309,-54.199,13.184,966.797
1743153671.561,966.309,-18.555,1.953,966.797
1743153671.565,966.309,-41.504,26.367,967.285
1743153671.569,966.309,-36.621,26.855,966.797
1743153671.573,966.309,-0.977,-2.93,966.797
1743153671.577,966.309,-5.371,25.879,966.797
1743153671.534,966.309,-48.828,9.766,966.797
1743153671.538,966.309,-32.227,4.883,966.797
1743153671.542,966.309,-22.949,-55.664,966.797
1743153671.546,966.309,-39.062,-81.055,966.797
1743153671.55,966.309,-42.48,10.742,966.797
1743153671.554,966.309,-66.895,46.875,966.797
1743153671.558,966.309,-54.199,13.184,966.797
1743153671.561,966.309,-18.555,1.953,966.797
1743153671.565,966.309,-41.504,26.367,967.285
1743153671.569,966.309,-36.621,26.855,966.797
1743153671.573,966.309,-0.977,-2.93,966.797
1743153671.577,966.309,-5.371,25.879,966.797
1743153671.534,966.309,-48.828,9.766,966.797
1743153671.538,966.309,-32.227,4.883,966.797
1743153671.542,966.309,-22.949,-55.664,966.797
1743153671.546,966.309,-39.062,-81.055,966.797
1743153671.55,966.309,-42.48,10.742,966.797
1743153671.554,966.309,-66.895,46.875,966.797
1743153671.558,966.309,-54.199,13.184,966.797
1743153671.561,966.309,-18.555,1.953,966.797
1743153671.565,966.309,-41.504,26.367,967.285
1743153671.569,966.309,-36.621,26.855,966.797
1743153671.573,966.309,-0.977,-2.93,966.797
1743153671.577,966.309,-5.371,25.879,966.797
1743153671.609,966.797,19.043,34.668,967.285
1743153671.613,965.332,62.5,-29.297,970.703
1743153671.617,904.297,60.547,-34.18,895.508
1743153671.621,999.512,20.508,-25.879,999.512
1743153671.625,210.938,13.672,-74.219,269.043
1743153671.629,-1000.0,68.359,-46.875,-1000.0
1743153671.633,-27.832,125.977,10.742,135.742
1743153671.636,999.512,125.488,-12.695,999.512
1743153671.64,999.512,137.695,-56.152,999.512
1743153671.644,563.965,139.648,-58.594,554.199
1743153671.648,-1000.0,82.52,-21.484,-1000.0
1743153671.652,-431.641,122.07,69.336,-352.539
1743153671.609,966.797,19.043,34.668,967.285
1743153671.613,965.332,62.5,-29.297,970.703
1743153671.617,904.297,60.547,-34.18,895.508
1743153671.621,999.512,20.508,-25.879,999.512
1743153671.625,210.938,13.672,-74.219,269.043
1743153671.629,-1000.0,68.359,-46.875,-1000.0
1743153671.633,-27.832,125.977,10.742,135.742
1743153671.636,999.512,125.488,-12.695,999.512
1743153671.64,999.512,137.695,-56.152,999.512
1743153671.644,563.965,139.648,-58.594,554.199
1743153671.648,-1000.0,82.52,-21.484,-1000.0
1743153671.652,-431.641,122.07,69.336,-352.539
1743153671.624,999.512,165.039,86.914,999.512
1743153671.628,999.512,144.531,41.016,997.07
1743153671.632,-140.137,133.301,34.668,-232.91
1743153671.636,-1000.0,112.793,-1.465,-1000.0
1743153671.64,-1000.0,91.309,-1.465,-1000.0
1743153671.644,-329.102,93.75,13.184,-300.293
1743153671.648,999.512,73.73,-1.465,999.512
1743153671.651,42.969,63.965,-23.926,-120.117
1743153671.655,-1000.0,52.734,-30.762,-1000.0
1743153671.659,-956.543,5.859,25.391,-942.871
1743153671.663,-983.398,-47.363,-3.418,-993.164
1743153671.667,-1000.0,-81.543,-19.531,-1000.0
1743153671.624,999.512,165.039,86.914,999.512
1743153671.628,999.512,144.531,41.016,997.07
1743153671.632,-140.137,133.301,34.668,-232.91
1743153671.636,-1000.0,112.793,-1.465,-1000.0
1743153671.64,-1000.0,91.309,-1.465,-1000.0
1743153671.644,-329.102,93.75,13.184,-300.293
1743153671.648,999.512,73.73,-1.465,999.512
1743153671.651,42.969,63.965,-23.926,-120.117
1743153671.655,-1000.0,52.734,-30.762,-1000.0
1743153671.659,-956.543,5.859,25.391,-942.871
1743153671.663,-983.398,-47.363,-3.418,-993.164
1743153671.667,-1000.0,-81.543,-19.531,-1000.0
1743153671.624,999.512,165.039,86.914,999.512
1743153671.628,999.512,144.531,41.016,997.07
1743153671.632,-140.137,133.301,34.668,-232.91
1743153671.636,-1000.0,112.793,-1.465,-1000.0
1743153671.64,-1000.0,91.309,-1.465,-1000.0
1743153671.644,-329.102,93.75,13.184,-300.293
1743153671.648,999.512,73.73,-1.465,999.512
