Time,Score,Penalty,ID,RollNumber,Group,EventType,EventDescription,EventPosition(X Y Z),EventRotation(X Y Z),EarthquakeMagnitude,PlayerSeated
1743154805979,10, 0,79,B24216,Group 4,,,,,,
1743154424319,,,,,,TrainingStarted,Training Started,0 0 0,0 0 0,0,False
1743154485698,,,,,,EntryUnderTable,Player entered the sitting zone.,5.227 0.683 2.29,0 270.0002 0,0,False
1743154487663,,,,,,ExitUnderTable,Player exited the sitting zone.,5.227 0.683 2.29,0 270.0002 0,0,False
1743154497308,,,,,,ItemPicked,Item monitor Picked.,9.711261 0.6856549 -4.121235,270 75.00191 0,0,False
1743154502301,,,,,,ItemObserved,Observed monitor,9.547254 1.242183 -4.011939,275.1897 309.8748 134.2744,0,False
1743154502993,,,,,,ItemDropped,Item monitor Dropped.,9.704606 0.6102935 -4.026437,272.5081 246.5526 188.8986,0,False
1743154509620,,,,,,ItemPicked,Item spiral notebook Picked.,8.176481 0.6982027 -4.092768,0.02005018 348.0489 359.9418,0,False
1743154514627,,,,,,ItemObserved,Observed spiral notebook,8.525928 0.9936225 -3.879318,22.93107 283.9057 344.1215,0,False
1743154516150,,,,,,ItemDropped,Item spiral notebook Dropped.,9.696823 0.7344799 -4.012113,9.541063 268.7793 358.7924,0,False
1743154521934,,,,,,EntryUnderTable,Player entered the sitting zone.,8.2792 0.02954596 -3.986684,6.980265 357.0704 7.70381,0,False
1743154522123,,,,,,ExitUnderTable,Player exited the sitting zone.,8.036599 0.1417652 -3.900733,14.0357 6.506545 15.878,0,False
1743154527067,,,,,,ItemPicked,Item PencilYellow Picked.,7.206622 0.6884001 -3.801516,323.3781 289.9357 89.79559,0,False
1743154527767,,,,,,ItemDropped,Item PencilYellow Dropped.,7.190012 0.7493188 -3.794219,319.3195 288.1037 89.67289,0,False
1743154529755,,,,,,ItemPicked,Item Cup Picked.,7.240733 0.7323731 -3.897156,3.003622 15.61319 265.487,0,False
1743154534762,,,,,,ItemObserved,Observed Cup,6.906547 0.8987867 -4.047964,351.3855 161.7308 349.7371,0,False
1743154534886,,,,,,ItemDropped,Item Cup Dropped.,6.946361 0.6740419 -4.074199,281.1479 281.9463 236.8085,0,False
1743154537984,,,,,,ItemPicked,Item PencilOrange Picked.,7.120695 0.69257 -3.915956,35.23866 241.6431 93.67551,0,False
1743154542992,,,,,,ItemObserved,Observed PencilOrange,7.210475 1.149973 -3.974171,9.017538 183.2085 156.0549,0,False
1743154544437,,,,,,ItemDropped,Item PencilOrange Dropped.,7.238566 0.6832273 -4.11514,28.29 188.7189 89.41682,0,False
1743154546269,,,,,,ItemPicked,Item PencilLightBlue Picked.,7.240718 0.6886196 -3.83592,326.4815 96.28708 269.9186,0,False
1743154551276,,,,,,ItemObserved,Observed PencilLightBlue,7.361037 1.224479 -3.867414,52.34103 81.65456 275.1966,0,False
1743154551711,,,,,,ItemDropped,Item PencilLightBlue Dropped.,7.368237 1.205964 -4.017933,48.87544 83.95701 277.0333,0,False
1743154561994,,,,,,ItemPicked,Item Book_42 Picked.,4.504783 0.7161542 -0.1247235,270 0.1566274 0,0,False
1743154567002,,,,,,ItemObserved,Observed Book_42,4.760934 1.114597 -0.2174971,300.4969 61.05234 311.118,0,False
1743154567846,,,,,,ItemDropped,Item Book_42 Dropped.,4.548683 0.6659678 -0.1616618,274.7189 94.70039 278.1172,0,False
1743154580895,,,,,,ItemPicked,Item Book_07 Picked.,4.47487 0.7161529 -2.996313,270 353.4826 0,0,False
1743154585904,,,,,,ItemObserved,Observed Book_07,4.33932 1.298444 -3.184181,320.2344 293.4013 27.12297,0,False
1743154586692,,,,,,ItemDropped,Item Book_07 Dropped.,4.441371 0.6761795 -3.009086,277.5715 347.0575 342.6792,0,False
1743154588723,,,,,,TrainingEnded,Training Ended,0 0 0,0 0 0,0,False
1743154595160,,,,,,SimulationStarted,Earthquake Simulation Started,0 0 0,0 0 0,0,False
1743154595160,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1743154595169,,,,,,BookPlaced,Book placed on the shelf.,-4.452032 0.8425935 0.2821335,359.8934 -0.001471272 359.9185,0,False
1743154595170,,,,,,BookPlaced,Book placed on the shelf.,-4.440316 0.8426166 0.3557643,359.9034 359.9935 359.9133,0,False
1743154595170,,,,,,BookPlaced,Book placed on the shelf.,-4.438055 0.8426067 0.260266,359.8894 0.002837047 359.9266,0,False
1743154595170,,,,,,BookPlaced,Book placed on the shelf.,-4.463396 0.8425695 0.2202117,359.8903 359.9916 359.9207,0,False
1743154595170,,,,,,BookPlaced,Book placed on the shelf.,-4.43547 0.1706737 0.3262109,359.931 0.003322648 359.938,0,False
1743154595170,,,,,,BookPlaced,Book placed on the shelf.,-4.434108 0.1706376 0.3563544,359.9212 0.0003159343 359.908,0,False
1743154595170,,,,,,BookPlaced,Book placed on the shelf.,-4.460683 0.8425617 0.1804494,359.8907 359.9922 359.9287,0,False
1743154595170,,,,,,BookPlaced,Book placed on the shelf.,-4.425812 0.1706704 0.2112052,359.9377 0.006864194 359.9689,0,False
1743154595170,,,,,,BookPlaced,Book placed on the shelf.,-4.423765 0.1706443 0.1806373,359.935 0.006282584 359.966,0,False
1743154595170,,,,,,BookPlaced,Book placed on the shelf.,-4.423447 0.1706861 0.3769692,359.9272 0.002376697 359.9251,0,False
1743154595171,,,,,,BookPlaced,Book placed on the shelf.,-4.421218 0.1707034 0.2431213,359.96 0.007178525 359.9707,0,False
1743154595171,,,,,,BookPlaced,Book placed on the shelf.,-4.419279 0.1707252 0.2982246,359.9409 0.006946888 359.9658,0,False
1743154595171,,,,,,BookPlaced,Book placed on the shelf.,-4.403453 0.1706214 0.1518754,359.9329 0.005482834 359.9622,0,False
1743154595171,,,,,,BookPlaced,Book placed on the shelf.,-4.42405 0.8446611 0.1410095,0 0 0,0,False
1743154595171,,,,,,BookPlaced,Book placed on the shelf.,-4.40265 0.8426008 0.3130874,359.891 359.9897 359.9001,0,False
1743154595171,,,,,,BookPlaced,Book placed on the shelf.,-4.395663 0.506276 0.2368213,0 0 0,0,False
1743154595171,,,,,,BookPlaced,Book placed on the shelf.,-4.395663 0.5100431 0.291341,0 0 0,0,False
1743154595172,,,,,,BookPlaced,Book placed on the shelf.,-4.395053 0.5019006 0.1796562,359.9642 359.5 0.3222968,0,False
1743154595172,,,,,,BookPlaced,Book placed on the shelf.,-4.330047 0.4884969 0.1413089,359.6463 359.8756 359.8999,0,False
1743154595172,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1743154595175,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1743154595178,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1743154595180,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1743154595183,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1743154595185,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1743154595188,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1743154595191,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1743154595193,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1743154595195,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1743154595198,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1743154595199,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
