Time,Score,Penalty,ID,RollNumber,Group,EventType,EventDescription,EventPosition(X Y Z),EventRotation(X Y Z),EarthquakeMagnitude,PlayerSeated
1745820958344,0, 0,86,S24008,Group 3,,,,,,
1745820513553,,,,,,TrainingStarted,Training Started,0 0 0,0 0 0,0,False
1745820617939,,,,,,EntryUnderTable,Player entered the sitting zone.,5.227 0.683 2.29,0 270.0002 0,0,False
1745820619781,,,,,,ExitUnderTable,Player exited the sitting zone.,5.227 0.683 2.29,0 270.0002 0,0,False
1745820634760,,,,,,ItemPicked,Item monitor Picked.,9.711261 0.6856549 -4.121235,270 75.0019 0,0,False
1745820639131,,,,,,ItemDropped,Item monitor Dropped.,9.679103 0.778 -3.952144,272.7155 29.46128 53.04035,0,False
1745820642227,,,,,,ItemPicked,Item spiral notebook Picked.,8.176209 0.697971 -4.09276,0.005195988 348.0298 359.9908,0,False
1745820646524,,,,,,ItemDropped,Item spiral notebook Dropped.,8.478614 0.796958 -3.979046,356.1959 315.4095 1.516296,0,False
1745820647646,,,,,,ItemPicked,Item spiral notebook Picked.,8.456348 0.6980489 -3.99269,0.01282524 316.8806 -0.003622322,0,False
1745820649502,,,,,,ItemDropped,Item spiral notebook Dropped.,8.540366 0.8818491 -4.01385,6.143118 316.1895 358.1158,0,False
1745820650734,,,,,,ItemPicked,Item spiral notebook Picked.,8.5475 0.6980245 -4.032043,359.9786 315.1723 359.9587,0,False
1745820655742,,,,,,ItemObserved,Observed spiral notebook,8.357484 0.9443971 -3.922507,13.29177 338.7304 5.705827,0,False
1745820657696,,,,,,ItemDropped,Item spiral notebook Dropped.,8.40989 0.816981 -4.191758,13.63431 336.1397 5.831594,0,False
1745820665128,,,,,,ItemPicked,Item Cup Picked.,7.189853 0.7292493 -3.894513,1.350258 7.367488 6.797188,0,False
1745820667447,,,,,,ItemDropped,Item Cup Dropped.,7.001105 0.6410663 -3.977907,277.5563 336.6175 271.941,0,False
1745820677965,,,,,,ItemPicked,Item Cup Picked.,6.991771 0.007489502 -3.199531,0.03701568 200.0828 359.8781,0,False
1745820679186,,,,,,ItemDropped,Item Cup Dropped.,7.014071 0.4145454 -3.107867,350.2348 188.7838 358.0071,0,False
1745820694957,,,,,,ItemPicked,Item Book_07 Picked.,4.476781 0.7161504 -3.015203,270 0.1734249 0,0,False
1745820699964,,,,,,ItemObserved,Observed Book_07,4.706421 1.125335 -3.300202,283.5709 205.2939 151.0712,0,False
1745820700409,,,,,,ItemDropped,Item Book_07 Dropped.,4.688915 1.065916 -2.987496,282.2733 218.5188 142.4264,0,False
1745820705885,,,,,,ItemPicked,Item Book_10 Picked.,4.571948 0.7161515 -1.593474,270 0.2834443 0,0,False
1745820710892,,,,,,ItemObserved,Observed Book_10,4.639645 1.272746 -1.877159,275.1761 86.61567 270.1414,0,False
1745820711248,,,,,,ItemDropped,Item Book_10 Dropped.,4.613962 1.050264 -1.64417,273.948 74.97316 283.9791,0,False
1745820716834,,,,,,ItemPicked,Item Book_42 Picked.,4.504169 0.7161545 -0.119512,270 359.1682 0,0,False
1745820721842,,,,,,ItemObserved,Observed Book_42,4.588758 1.076218 -0.2973379,271.0572 328.0335 28.3533,0,False
1745820722221,,,,,,ItemDropped,Item Book_42 Dropped.,4.585473 0.7750369 -0.1997482,271.6025 299.9429 58.33119,0,False
1745820741393,,,,,,TrainingEnded,Training Ended,0 0 0,0 0 0,0,False
1745820747643,,,,,,SimulationStarted,Earthquake Simulation Started,0 0 0,0 0 0,0,False
1745820747643,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820747652,,,,,,BookPlaced,Book placed on the shelf.,-4.452039 0.8425812 0.2821333,359.8904 0.005931006 359.9117,0,False
1745820747653,,,,,,BookPlaced,Book placed on the shelf.,-4.44031 0.8426185 0.3557579,359.9027 0.001272851 359.9086,0,False
1745820747653,,,,,,BookPlaced,Book placed on the shelf.,-4.438063 0.8426005 0.2602641,359.8867 0.01040598 359.9204,0,False
1745820747653,,,,,,BookPlaced,Book placed on the shelf.,-4.463408 0.8425618 0.2202143,359.8866 -0.00143371 359.9131,0,False
1745820747653,,,,,,BookPlaced,Book placed on the shelf.,-4.435435 0.1707009 0.3262054,359.929 0.01154778 359.9427,0,False
1745820747653,,,,,,BookPlaced,Book placed on the shelf.,-4.43407 0.1706622 0.3563501,359.919 0.008514906 359.9115,0,False
1745820747653,,,,,,BookPlaced,Book placed on the shelf.,-4.460699 0.8425541 0.1804513,359.8867 -0.0010319 359.9211,0,False
1745820747653,,,,,,BookPlaced,Book placed on the shelf.,-4.42579 0.1706958 0.211199,359.9355 0.01495937 359.9735,0,False
1745820747653,,,,,,BookPlaced,Book placed on the shelf.,-4.423756 0.1706519 0.180643,359.9293 0.01340934 359.9641,0,False
1745820747654,,,,,,BookPlaced,Book placed on the shelf.,-4.423423 0.1706953 0.3769733,359.9232 0.009469332 359.9196,0,False
1745820747654,,,,,,BookPlaced,Book placed on the shelf.,-4.421397 0.1705011 0.2432019,359.9509 359.9838 359.8542,0,False
1745820747654,,,,,,BookPlaced,Book placed on the shelf.,-4.419249 0.1707532 0.2982165,359.9396 0.01518176 359.9709,0,False
1745820747654,,,,,,BookPlaced,Book placed on the shelf.,-4.403429 0.1706623 0.1518563,359.9341 0.01423601 359.973,0,False
1745820747654,,,,,,BookPlaced,Book placed on the shelf.,-4.42405 0.8446611 0.1410095,0 0 0,0,False
1745820747654,,,,,,BookPlaced,Book placed on the shelf.,-4.402658 0.8425841 0.3130824,359.8903 -0.003315963 359.8893,0,False
1745820747654,,,,,,BookPlaced,Book placed on the shelf.,-4.395002 0.5021243 0.1794585,0.1597919 359.4505 0.3584656,0,False
1745820747654,,,,,,BookPlaced,Book placed on the shelf.,-4.395663 0.506276 0.2368213,0 0 0,0,False
1745820747655,,,,,,BookPlaced,Book placed on the shelf.,-4.395663 0.5100431 0.291341,0 0 0,0,False
1745820747655,,,,,,BookPlaced,Book placed on the shelf.,-4.330044 0.4885352 0.1413387,359.7184 359.8541 359.8935,0,False
1745820747655,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820747658,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820747660,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820747662,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820747665,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820747667,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820747669,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820747672,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820747675,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820747677,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820747679,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820747682,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820747684,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820747687,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820747689,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820748681,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820748693,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820748704,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820748725,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820748747,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820748769,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820748792,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820748814,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820748825,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820748847,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820748870,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820748891,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820748915,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1745820748925,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
